region;sum_gradient_dispersion
Module1_1;222.74896126993207
Module1_2;185.93418944443488
Module1_3;33.71681558844232
Module1_4;45.56765984436119
Module1_5;10.145176854603127
Module1_6;35.63039679327846
Module1_7;50.81649283575169
Module1_8;24.20455226642981
