region;sum_gradients_variance
Module1_1;31715.732934432104
Module1_2;30026.51135494492
Module1_3;5880.979441676585
Module1_4;7166.311628986582
Module1_5;1676.8314618752083
Module1_6;4319.159653866594
Module1_7;5865.372036794656
Module1_8;2044.1501744596806
